lake_id,classic.group,Target_taxon,biovol,Survey,total.biov
2010185,CYANOBACTERIA,Chroococcus,123,NLA 2017,70091.64
2010185,OTHER,Chrysochromulina,781,NLA 2017,70091.64
2010185,GREEN ALGAE,Crucigenia,346,NLA 2017,70091.64
2010185,CYANOBACTERIA,Cyanodictyon,702,NLA 2017,70091.64
2010185,CHRYSOPHYTES,Dinobryon,800,NLA 2017,70091.64
2010185,CYANOBACTERIA,Dolichospermum,47800,NLA 2017,70091.64
2010185,DIATOMS,Fragilaria,6250,NLA 2017,70091.64
2010185,DINOFLAGELLATES,Gymnodinium,3460,NLA 2017,70091.64
2010185,CYANOBACTERIA,Merismopedia,2.94,NLA 2017,70091.64
2010185,CYANOBACTERIA,Microcystis,3000,NLA 2017,70091.64
2010185,DIATOMS,Navicula,633,NLA 2017,70091.64
2010185,CHRYSOPHYTES,Ochromonas,831,NLA 2017,70091.64
2010185,GREEN ALGAE,Oocystis,552,NLA 2017,70091.64
2010185,CYANOBACTERIA,Planktolyngbya,173,NLA 2017,70091.64
2010185,CYANOBACTERIA,Pseudanabaena,164,NLA 2017,70091.64
2010185,CRYPTOPHYTES,Rhodomonas,684,NLA 2017,70091.64
2010185,GREEN ALGAE,Scenedesmus,256,NLA 2017,70091.64
2010185,CYANOBACTERIA,Snowella,29.1,NLA 2017,70091.64
2010185,GREEN ALGAE,Tetraedron,955,NLA 2017,70091.64
2010185,EUGLENOIDS,Trachelomonas,2240,NLA 2017,70091.64
2010186,GREEN ALGAE,Chlorella,29.1,NLA 2017,7687
2010186,CYANOBACTERIA,Chroococcus,46.9,NLA 2017,7687
2010186,OTHER,Chrysochromulina,181,NLA 2017,7687
2010186,CRYPTOPHYTES,Rhodomonas,7430,NLA 2017,7687
2010187,GREEN ALGAE,Chlamydomonas,423,NLA 2017,2220.43
2010187,GREEN ALGAE,Chlorella,224,NLA 2017,2220.43
2010187,CYANOBACTERIA,Chroococcus,92.43,NLA 2017,2220.43
2010187,CHRYSOPHYTES,Dinobryon,821,NLA 2017,2220.43
2010187,CYANOBACTERIA,Merismopedia,10,NLA 2017,2220.43
2010187,DIATOMS,Odontidium,24,NLA 2017,2220.43
2010187,CRYPTOPHYTES,Rhodomonas,626,NLA 2017,2220.43
2010188,CYANOBACTERIA,Aphanizomenon,72.8,NLA 2017,34952.22
2010188,CYANOBACTERIA,Aphanocapsa,16.9,NLA 2017,34952.22
2010188,GREEN ALGAE,Chlorella,352,NLA 2017,34952.22
2010188,CYANOBACTERIA,Chroococcus,63.1,NLA 2017,34952.22
2010188,GREEN ALGAE,Closteriopsis,1490,NLA 2017,34952.22
2010188,CYANOBACTERIA,Dolichospermum,32000,NLA 2017,34952.22
2010188,GREEN ALGAE,Kirchneriella,3.22,NLA 2017,34952.22
2010188,CRYPTOPHYTES,Rhodomonas,73.2,NLA 2017,34952.22
2010188,GREEN ALGAE,Scenedesmus,881,NLA 2017,34952.22
2010189,GREEN ALGAE,Chlamydomonas,1390,NLA 2017,10543.626
2010189,GREEN ALGAE,Chlorella,533,NLA 2017,10543.626
2010189,CYANOBACTERIA,Chroococcus,134,NLA 2017,10543.626
2010189,CRYPTOPHYTES,Cryptomonas,3310,NLA 2017,10543.626
2010189,DIATOMS,Cyclotella,1320,NLA 2017,10543.626
2010189,GREEN ALGAE,Kirchneriella,49.2,NLA 2017,10543.626
2010189,CYANOBACTERIA,Merismopedia,0.426,NLA 2017,10543.626
2010189,CYANOBACTERIA,Planktolyngbya,127,NLA 2017,10543.626
2010189,CRYPTOPHYTES,Rhodomonas,3680,NLA 2017,10543.626
2010190,CYANOBACTERIA,Aphanizomenon,183,NLA 2017,12964.1
2010190,GREEN ALGAE,Chlamydomonas,2280,NLA 2017,12964.1
2010190,GREEN ALGAE,Chlorella,808,NLA 2017,12964.1
2010190,CYANOBACTERIA,Chroococcus,340.7,NLA 2017,12964.1
2010190,GREEN ALGAE,Crucigenia,63,NLA 2017,12964.1
2010190,CRYPTOPHYTES,Cryptomonas,1890,NLA 2017,12964.1
2010190,GREEN ALGAE,Kirchneriella,173,NLA 2017,12964.1
2010190,CYANOBACTERIA,Merismopedia,30.7,NLA 2017,12964.1
2010190,GREEN ALGAE,Nephrocytium,103,NLA 2017,12964.1
2010190,GREEN ALGAE,Oocystis,795,NLA 2017,12964.1
2010190,CYANOBACTERIA,Phormidium,75.8,NLA 2017,12964.1
2010190,CRYPTOPHYTES,Rhodomonas,5694,NLA 2017,12964.1
2010190,GREEN ALGAE,Scenedesmus,327,NLA 2017,12964.1
2010190,GREEN ALGAE,Selenastrum,28.9,NLA 2017,12964.1
2010190,GREEN ALGAE,Sphaerocystis,172,NLA 2017,12964.1
2010191,DIATOMS,Achnanthidium,3.82,NLA 2017,1839.542
2010191,CYANOBACTERIA,Aphanocapsa,0.386,NLA 2017,1839.542
2010191,GREEN ALGAE,Chlamydomonas,9.72,NLA 2017,1839.542
2010191,GREEN ALGAE,Chlorella,5.38,NLA 2017,1839.542
2010191,CYANOBACTERIA,Chroococcus,1.23,NLA 2017,1839.542
2010191,CHRYSOPHYTES,Chrysococcus,0.902,NLA 2017,1839.542
2010191,DIATOMS,Cocconeis,20.8,NLA 2017,1839.542
2010191,CRYPTOPHYTES,Cryptomonas,181,NLA 2017,1839.542
2010191,DIATOMS,Cyclotella,24.4,NLA 2017,1839.542
2010191,CHRYSOPHYTES,Dinobryon,755,NLA 2017,1839.542
2010191,DIATOMS,Epithemia,11.2,NLA 2017,1839.542
2010191,DIATOMS,Fragilaria,15.7,NLA 2017,1839.542
2010191,GREEN ALGAE,Mougeotia,132,NLA 2017,1839.542
2010191,CHRYSOPHYTES,Ochromonas,48.9,NLA 2017,1839.542
2010191,GREEN ALGAE,Oocystis,12.93,NLA 2017,1839.542
2010191,GREEN ALGAE,Pedinomonas,1.76,NLA 2017,1839.542
2010191,CYANOBACTERIA,Planktolyngbya,3.43,NLA 2017,1839.542
2010191,CYANOBACTERIA,Planktothrix,50,NLA 2017,1839.542
2010191,CYANOBACTERIA,Pseudanabaena,0.444,NLA 2017,1839.542
2010191,CRYPTOPHYTES,Rhodomonas,552,NLA 2017,1839.542
2010191,GREEN ALGAE,Tetraedron,8.54,NLA 2017,1839.542
2010192,GREEN ALGAE,Chlorella,43.3,NLA 2017,4043.3985
2010192,CYANOBACTERIA,Chroococcus,5.27,NLA 2017,4043.3985
2010192,GREEN ALGAE,Closteriopsis,64.1,NLA 2017,4043.3985
2010192,DIATOMS,Cyclotella,2610,NLA 2017,4043.3985
2010192,CHRYSOPHYTES,Dinobryon,449,NLA 2017,4043.3985
2010192,DIATOMS,Fragilaria,117,NLA 2017,4043.3985
2010192,GREEN ALGAE,Gonatozygon,190,NLA 2017,4043.3985
2010192,DIATOMS,Nitzschia,164,NLA 2017,4043.3985
2010192,CHRYSOPHYTES,Ochromonas,146,NLA 2017,4043.3985
2010192,GREEN ALGAE,Pandorina,46.6,NLA 2017,4043.3985
2010192,CYANOBACTERIA,Planktolyngbya,0.0832,NLA 2017,4043.3985
2010192,CRYPTOPHYTES,Rhodomonas,208,NLA 2017,4043.3985
2010192,CYANOBACTERIA,Snowella,0.0453,NLA 2017,4043.3985
2010193,DIATOMS,Achnanthidium,7.04,NLA 2017,5743.54
2010193,GREEN ALGAE,Chlamydomonas,611,NLA 2017,5743.54
2010193,GREEN ALGAE,Chlorella,265,NLA 2017,5743.54
2010193,CYANOBACTERIA,Chroococcus,85.5,NLA 2017,5743.54
2010193,DIATOMS,Cyclotella,855,NLA 2017,5743.54
2010193,DIATOMS,Fragilaria,153,NLA 2017,5743.54
2010193,CYANOBACTERIA,Planktolyngbya,274,NLA 2017,5743.54
2010193,CRYPTOPHYTES,Rhodomonas,3370,NLA 2017,5743.54
2010193,GREEN ALGAE,Sphaerocystis,123,NLA 2017,5743.54
2010194,CYANOBACTERIA,Aphanizomenon,101,NLA 2017,9781.37
2010194,GREEN ALGAE,Chlamydomonas,2030,NLA 2017,9781.37
2010194,GREEN ALGAE,Chlorella,311,NLA 2017,9781.37
2010194,CYANOBACTERIA,Chroococcus,89.77,NLA 2017,9781.37
2010194,GREEN ALGAE,Coelastrum,97.6,NLA 2017,9781.37
2010194,GREEN ALGAE,Crucigenia,28.6,NLA 2017,9781.37
2010194,CRYPTOPHYTES,Cryptomonas,4470,NLA 2017,9781.37
2010194,DIATOMS,Fragilaria,65,NLA 2017,9781.37
2010194,GREEN ALGAE,Kirchneriella,83.1,NLA 2017,9781.37
2010194,CYANOBACTERIA,Nostoc,111,NLA 2017,9781.37
2010194,CYANOBACTERIA,Planktolyngbya,96.1,NLA 2017,9781.37
2010194,CYANOBACTERIA,Raphidiopsis,15.9,NLA 2017,9781.37
2010194,CRYPTOPHYTES,Rhodomonas,997,NLA 2017,9781.37
2010194,GREEN ALGAE,Scenedesmus,193,NLA 2017,9781.37
2010194,GREEN ALGAE,Sphaerocystis,329,NLA 2017,9781.37
2010194,GREEN ALGAE,Staurastrum,749,NLA 2017,9781.37
2010194,CYANOBACTERIA,Woronichinia,14.3,NLA 2017,9781.37
2010195,CYANOBACTERIA,Aphanizomenon,189000,NLA 2017,197208.8
2010195,GREEN ALGAE,Chlamydomonas,2440,NLA 2017,197208.8
2010195,GREEN ALGAE,Chlorella,301,NLA 2017,197208.8
2010195,CYANOBACTERIA,Chroococcus,16.2,NLA 2017,197208.8
2010195,OTHER,Chrysochromulina,12.4,NLA 2017,197208.8
2010195,CRYPTOPHYTES,Cryptomonas,1520,NLA 2017,197208.8
2010195,CYANOBACTERIA,Cylindrospermopsis,202,NLA 2017,197208.8
2010195,CYANOBACTERIA,Macrospermum,48.2,NLA 2017,197208.8
2010195,CYANOBACTERIA,Planktolyngbya,829,NLA 2017,197208.8
2010195,CRYPTOPHYTES,Rhodomonas,2840,NLA 2017,197208.8
2010196,CYANOBACTERIA,Anabaena,0.0809,NLA 2017,1175.4809
2010196,CYANOBACTERIA,Aphanizomenon,450,NLA 2017,1175.4809
2010196,GREEN ALGAE,Chlamydomonas,72.9,NLA 2017,1175.4809
2010196,GREEN ALGAE,Chlorella,61.9,NLA 2017,1175.4809
2010196,CYANOBACTERIA,Chroococcus,21.5,NLA 2017,1175.4809
2010196,CRYPTOPHYTES,Cryptomonas,71.8,NLA 2017,1175.4809
2010196,CHRYSOPHYTES,Ochromonas,124,NLA 2017,1175.4809
2010196,CRYPTOPHYTES,Rhodomonas,346.9,NLA 2017,1175.4809
2010196,GREEN ALGAE,Scenedesmus,26.4,NLA 2017,1175.4809
2010197,CYANOBACTERIA,Aphanizomenon,10.1,NLA 2017,346.681
2010197,CYANOBACTERIA,Aphanocapsa,0.231,NLA 2017,346.681
2010197,GREEN ALGAE,Chlorella,17.8,NLA 2017,346.681
2010197,CYANOBACTERIA,Chroococcus,8.89,NLA 2017,346.681
2010197,OTHER,Chrysochromulina,24.9,NLA 2017,346.681
2010197,CRYPTOPHYTES,Cryptomonas,28.8,NLA 2017,346.681
2010197,CYANOBACTERIA,Cyanodictyon,2.59,NLA 2017,346.681
2010197,DIATOMS,Cyclotella,21.5,NLA 2017,346.681
2010197,CYANOBACTERIA,Microcystis,22.4,NLA 2017,346.681
2010197,CHRYSOPHYTES,Ochromonas,88.2,NLA 2017,346.681
2010197,GREEN ALGAE,Oocystis,17.9,NLA 2017,346.681
2010197,GREEN ALGAE,Pedinomonas,3.56,NLA 2017,346.681
2010197,CRYPTOPHYTES,Rhodomonas,93.5,NLA 2017,346.681
2010197,CYANOBACTERIA,Snowella,2.06,NLA 2017,346.681
2010197,CYANOBACTERIA,Woronichinia,4.25,NLA 2017,346.681
2010198,CYANOBACTERIA,Aphanizomenon,5330,NLA 2017,61866.5
2010198,CYANOBACTERIA,Aphanocapsa,58.8,NLA 2017,61866.5
2010198,GREEN ALGAE,Chlorella,256,NLA 2017,61866.5
2010198,CYANOBACTERIA,Chroococcus,136,NLA 2017,61866.5
2010198,CRYPTOPHYTES,Cryptomonas,1060,NLA 2017,61866.5
2010198,CYANOBACTERIA,Cyanodictyon,703,NLA 2017,61866.5
2010198,DIATOMS,Cyclotella,445,NLA 2017,61866.5
2010198,CYANOBACTERIA,Cylindrospermopsis,1660,NLA 2017,61866.5
2010198,GREEN ALGAE,Drepanochloris,2.6,NLA 2017,61866.5
2010198,CYANOBACTERIA,Merismopedia,238,NLA 2017,61866.5
2010198,CYANOBACTERIA,Microcystis,17200,NLA 2017,61866.5
2010198,GREEN ALGAE,Monoraphidium,773,NLA 2017,61866.5
2010198,DIATOMS,Navicula,1110,NLA 2017,61866.5
2010198,DIATOMS,Nitzschia,114,NLA 2017,61866.5
2010198,CHRYSOPHYTES,Ochromonas,1350,NLA 2017,61866.5
2010198,GREEN ALGAE,Oocystis,160,NLA 2017,61866.5
2010198,DINOFLAGELLATES,Peridinium,1700,NLA 2017,61866.5
2010198,CYANOBACTERIA,Planktolyngbya,1920,NLA 2017,61866.5
2010198,CYANOBACTERIA,Planktothrix,12000,NLA 2017,61866.5
2010198,CYANOBACTERIA,Pseudanabaena,18.1,NLA 2017,61866.5
2010198,GREEN ALGAE,Scenedesmus,908,NLA 2017,61866.5
2010198,CYANOBACTERIA,Snowella,104,NLA 2017,61866.5
2010198,GREEN ALGAE,Staurastrum,9720,NLA 2017,61866.5
2010198,DIATOMS,Stephanodiscus,4900,NLA 2017,61866.5
2010199,CYANOBACTERIA,Aphanocapsa,79.8,NLA 2017,163270.4
2010199,GREEN ALGAE,Chlorella,978,NLA 2017,163270.4
2010199,CYANOBACTERIA,Chroococcus,373,NLA 2017,163270.4
2010199,GREEN ALGAE,Closteriopsis,11200,NLA 2017,163270.4
2010199,CYANOBACTERIA,Cyanodictyon,278,NLA 2017,163270.4
2010199,GREEN ALGAE,Dictyosphaerium,991,NLA 2017,163270.4
2010199,CYANOBACTERIA,Dolichospermum,1050,NLA 2017,163270.4
2010199,GREEN ALGAE,Drepanochloris,223,NLA 2017,163270.4
2010199,GREEN ALGAE,Kirchneriella,1600,NLA 2017,163270.4
2010199,GREEN ALGAE,Koliella,578,NLA 2017,163270.4
2010199,CYANOBACTERIA,Merismopedia,3569.6,NLA 2017,163270.4
2010199,CYANOBACTERIA,Microcystis,268,NLA 2017,163270.4
2010199,GREEN ALGAE,Monoraphidium,122,NLA 2017,163270.4
2010199,DIATOMS,Nitzschia,6300,NLA 2017,163270.4
2010199,CHRYSOPHYTES,Ochromonas,549,NLA 2017,163270.4
2010199,GREEN ALGAE,Oocystis,1530,NLA 2017,163270.4
2010199,CYANOBACTERIA,Planktolyngbya,264,NLA 2017,163270.4
2010199,CYANOBACTERIA,Planktothrix,131000,NLA 2017,163270.4
2010199,CRYPTOPHYTES,Rhodomonas,457,NLA 2017,163270.4
2010199,GREEN ALGAE,Treubaria,1860,NLA 2017,163270.4
2010200,CYANOBACTERIA,Aphanocapsa,10.6,NLA 2017,42957
2010200,GREEN ALGAE,Chlorella,226,NLA 2017,42957
2010200,CYANOBACTERIA,Chroococcus,350.7,NLA 2017,42957
2010200,CRYPTOPHYTES,Cryptomonas,1480,NLA 2017,42957
2010200,CYANOBACTERIA,Microcystis,35100,NLA 2017,42957
2010200,CYANOBACTERIA,Planktolyngbya,55.5,NLA 2017,42957
2010200,CYANOBACTERIA,Raphidiopsis,17.2,NLA 2017,42957
2010200,CRYPTOPHYTES,Rhodomonas,655,NLA 2017,42957
2010200,GREEN ALGAE,Sphaerocystis,1530,NLA 2017,42957
2010200,GREEN ALGAE,Staurastrum,3220,NLA 2017,42957
2010200,EUGLENOIDS,Trachelomonas,312,NLA 2017,42957
2010201,GREEN ALGAE,Chlamydomonas,338,NLA 2017,3089.7
2010201,GREEN ALGAE,Chlorella,27.4,NLA 2017,3089.7
2010201,CYANOBACTERIA,Chroococcus,10.3,NLA 2017,3089.7
2010201,CRYPTOPHYTES,Cryptomonas,598,NLA 2017,3089.7
2010201,CHRYSOPHYTES,Ochromonas,1160,NLA 2017,3089.7
2010201,CRYPTOPHYTES,Rhodomonas,956,NLA 2017,3089.7
2010202,CYANOBACTERIA,Aphanizomenon,2360,NLA 2017,88031.6
2010202,GREEN ALGAE,Chlorella,274,NLA 2017,88031.6
2010202,CYANOBACTERIA,Chroococcus,337,NLA 2017,88031.6
2010202,OTHER,Chrysochromulina,49.6,NLA 2017,88031.6
2010202,CYANOBACTERIA,Dolichospermum,570,NLA 2017,88031.6
2010202,EUGLENOIDS,Euglena,24100,NLA 2017,88031.6
2010202,DIATOMS,Fragilaria,548,NLA 2017,88031.6
2010202,GREEN ALGAE,Monoraphidium,276,NLA 2017,88031.6
2010202,CYANOBACTERIA,Planktolyngbya,428,NLA 2017,88031.6
2010202,CYANOBACTERIA,Planktothrix,53200,NLA 2017,88031.6
2010202,CYANOBACTERIA,Snowella,339,NLA 2017,88031.6
2010202,DIATOMS,Urosolenia,5550,NLA 2017,88031.6
2010203,DIATOMS,Achnanthidium,19,NLA 2017,27802.1
2010203,CYANOBACTERIA,Aphanizomenon,37.6,NLA 2017,27802.1
2010203,GREEN ALGAE,Chlamydomonas,3840,NLA 2017,27802.1
2010203,GREEN ALGAE,Chlorella,1080,NLA 2017,27802.1
2010203,CYANOBACTERIA,Chroococcus,730.6,NLA 2017,27802.1
2010203,CRYPTOPHYTES,Cryptomonas,8490,NLA 2017,27802.1
2010203,GREEN ALGAE,Nephrocytium,106,NLA 2017,27802.1
2010203,CYANOBACTERIA,Oscillatoria,3930,NLA 2017,27802.1
2010203,CYANOBACTERIA,Raphidiopsis,73.5,NLA 2017,27802.1
2010203,CRYPTOPHYTES,Rhodomonas,8500,NLA 2017,27802.1
2010203,GREEN ALGAE,Selenastrum,80.4,NLA 2017,27802.1
2010203,GREEN ALGAE,Sphaerocystis,694,NLA 2017,27802.1
2010203,DIATOMS,Stephanodiscus,221,NLA 2017,27802.1
2010204,GREEN ALGAE,Ankyra,34.8,NLA 2017,6103.254
2010204,DIATOMS,Asterionella,318,NLA 2017,6103.254
2010204,DINOFLAGELLATES,Ceratium,4550,NLA 2017,6103.254
2010204,GREEN ALGAE,Chlorella,0.157,NLA 2017,6103.254
2010204,CYANOBACTERIA,Chroococcus,3.38,NLA 2017,6103.254
2010204,OTHER,Chrysochromulina,0.747,NLA 2017,6103.254
2010204,CHRYSOPHYTES,Chrysosphaera,2.24,NLA 2017,6103.254
2010204,CRYPTOPHYTES,Cryptomonas,355,NLA 2017,6103.254
2010204,CYANOBACTERIA,Dolichospermum,713.1,NLA 2017,6103.254
2010204,CHRYSOPHYTES,Ochromonas,3.63,NLA 2017,6103.254
2010204,CRYPTOPHYTES,Rhodomonas,111,NLA 2017,6103.254
2010204,DIATOMS,Rhopalodia,11.2,NLA 2017,6103.254
2010205,DINOFLAGELLATES,Ceratium,9130,NLA 2017,9810.73
2010205,GREEN ALGAE,Chlorella,15.4,NLA 2017,9810.73
2010205,CYANOBACTERIA,Chroococcus,90.8,NLA 2017,9810.73
2010205,OTHER,Chrysochromulina,29.5,NLA 2017,9810.73
2010205,CHRYSOPHYTES,Chrysococcus,27.4,NLA 2017,9810.73
2010205,DIATOMS,Cyclotella,101,NLA 2017,9810.73
2010205,GREEN ALGAE,Kirchneriella,16.1,NLA 2017,9810.73
2010205,GREEN ALGAE,Lagerheimia,47.6,NLA 2017,9810.73
2010205,CYANOBACTERIA,Merismopedia,126.43,NLA 2017,9810.73
2010205,GREEN ALGAE,Oocystis,160,NLA 2017,9810.73
2010205,CRYPTOPHYTES,Rhodomonas,66.5,NLA 2017,9810.73
2010206,CYANOBACTERIA,Anabaena,10100,NLA 2017,28319.8
2010206,GREEN ALGAE,Chlamydomonas,852,NLA 2017,28319.8
2010206,GREEN ALGAE,Chlorella,166,NLA 2017,28319.8
2010206,CYANOBACTERIA,Chroococcus,100.3,NLA 2017,28319.8
2010206,GREEN ALGAE,Crucigenia,28.6,NLA 2017,28319.8
2010206,CRYPTOPHYTES,Cryptomonas,6290,NLA 2017,28319.8
2010206,EUGLENOIDS,Euglena,191,NLA 2017,28319.8
2010206,CYANOBACTERIA,Merismopedia,2.3,NLA 2017,28319.8
2010206,CYANOBACTERIA,Microcystis,8850,NLA 2017,28319.8
2010206,GREEN ALGAE,Nephrocytium,90.2,NLA 2017,28319.8
2010206,GREEN ALGAE,Oocystis,263,NLA 2017,28319.8
2010206,CRYPTOPHYTES,Rhodomonas,1079,NLA 2017,28319.8
2010206,GREEN ALGAE,Scenedesmus,291,NLA 2017,28319.8
2010206,CYANOBACTERIA,Woronichinia,16.4,NLA 2017,28319.8
2010207,CYANOBACTERIA,Aphanizomenon,8410,NLA 2017,25562.2
2010207,DINOFLAGELLATES,Ceratium,1530,NLA 2017,25562.2
2010207,GREEN ALGAE,Chlamydomonas,760,NLA 2017,25562.2
2010207,GREEN ALGAE,Chlorella,107,NLA 2017,25562.2
2010207,CYANOBACTERIA,Chroococcus,16.7,NLA 2017,25562.2
2010207,GREEN ALGAE,Closterium,50.5,NLA 2017,25562.2
2010207,DIATOMS,Cyclotella,8900,NLA 2017,25562.2
2010207,CYANOBACTERIA,Dolichospermum,150,NLA 2017,25562.2
2010207,CRYPTOPHYTES,Rhodomonas,958,NLA 2017,25562.2
2010207,GREEN ALGAE,Scenedesmus,411,NLA 2017,25562.2
2010207,GREEN ALGAE,Sphaerocystis,3930,NLA 2017,25562.2
2010207,GREEN ALGAE,Staurastrum,339,NLA 2017,25562.2
2010208,CYANOBACTERIA,Aphanizomenon,393,NLA 2017,6800.64
2010208,GREEN ALGAE,Chlorella,63,NLA 2017,6800.64
2010208,CYANOBACTERIA,Chroococcus,28.9,NLA 2017,6800.64
2010208,DIATOMS,Cyclotella,102,NLA 2017,6800.64
2010208,GREEN ALGAE,Dictyosphaerium,2.7,NLA 2017,6800.64
2010208,CHRYSOPHYTES,Dinobryon,24.9,NLA 2017,6800.64
2010208,CYANOBACTERIA,Dolichospermum,42,NLA 2017,6800.64
2010208,CHRYSOPHYTES,Kephyrion,9.09,NLA 2017,6800.64
2010208,CYANOBACTERIA,Komvophoron,8.23,NLA 2017,6800.64
2010208,CYANOBACTERIA,Merismopedia,18.2,NLA 2017,6800.64
2010208,CHRYSOPHYTES,Ochromonas,109,NLA 2017,6800.64
2010208,CRYPTOPHYTES,Rhodomonas,804,NLA 2017,6800.64
2010208,DIATOMS,Stephanodiscus,5190,NLA 2017,6800.64
2010208,CYANOBACTERIA,Woronichinia,5.62,NLA 2017,6800.64
2010209,CYANOBACTERIA,Aphanocapsa,16,NLA 2017,2194.12
2010209,GREEN ALGAE,Chlorella,14,NLA 2017,2194.12
2010209,CYANOBACTERIA,Chroococcus,29.15,NLA 2017,2194.12
2010209,OTHER,Chrysochromulina,67.8,NLA 2017,2194.12
2010209,CRYPTOPHYTES,Cryptomonas,301,NLA 2017,2194.12
2010209,CYANOBACTERIA,Cyanodictyon,8.97,NLA 2017,2194.12
2010209,DIATOMS,Cyclotella,626,NLA 2017,2194.12
2010209,CHRYSOPHYTES,Dinobryon,328,NLA 2017,2194.12
2010209,GREEN ALGAE,Gloeocystis,11.8,NLA 2017,2194.12
2010209,CYANOBACTERIA,Merismopedia,1.86,NLA 2017,2194.12
2010209,GREEN ALGAE,Oocystis,18.1,NLA 2017,2194.12
2010209,GREEN ALGAE,Pedinomonas,1.02,NLA 2017,2194.12
2010209,CYANOBACTERIA,Radiocystis,47.4,NLA 2017,2194.12
2010209,CRYPTOPHYTES,Rhodomonas,334,NLA 2017,2194.12
2010209,GREEN ALGAE,Scourfieldia,1.92,NLA 2017,2194.12
2010209,CYANOBACTERIA,Snowella,11.6,NLA 2017,2194.12
2010209,GREEN ALGAE,Tetraedron,15.5,NLA 2017,2194.12
2010209,DIATOMS,Urosolenia,360,NLA 2017,2194.12
2010210,GREEN ALGAE,Ankyra,6.53,NLA 2017,1517.06
2010210,GREEN ALGAE,Chlorella,6.35,NLA 2017,1517.06
2010210,CYANOBACTERIA,Chroococcus,1.34,NLA 2017,1517.06
2010210,CYANOBACTERIA,Cyanodictyon,1.24,NLA 2017,1517.06
2010210,CRYPTOPHYTES,Rhodomonas,1483,NLA 2017,1517.06
2010210,GREEN ALGAE,Tetradesmus,18.6,NLA 2017,1517.06
2010211,CYANOBACTERIA,Anabaena,4260,NLA 2017,5620.67
2010211,CYANOBACTERIA,Aphanizomenon,369,NLA 2017,5620.67
2010211,GREEN ALGAE,Chlamydomonas,268,NLA 2017,5620.67
2010211,GREEN ALGAE,Chlorella,70.7,NLA 2017,5620.67
2010211,CYANOBACTERIA,Chroococcus,24.4,NLA 2017,5620.67
2010211,CRYPTOPHYTES,Cryptomonas,286,NLA 2017,5620.67
2010211,CYANOBACTERIA,Merismopedia,3.68,NLA 2017,5620.67
2010211,CYANOBACTERIA,Planktolyngbya,2.59,NLA 2017,5620.67
2010211,CRYPTOPHYTES,Rhodomonas,320,NLA 2017,5620.67
2010211,GREEN ALGAE,Sphaerocystis,16.3,NLA 2017,5620.67
2010212,GREEN ALGAE,Chlamydomonas,1170,NLA 2017,15966.5
2010212,GREEN ALGAE,Chlorella,485,NLA 2017,15966.5
2010212,CYANOBACTERIA,Chroococcus,58.8,NLA 2017,15966.5
2010212,CRYPTOPHYTES,Cryptomonas,10500,NLA 2017,15966.5
2010212,GREEN ALGAE,Kirchneriella,70.3,NLA 2017,15966.5
2010212,GREEN ALGAE,Nephrocytium,106,NLA 2017,15966.5
2010212,GREEN ALGAE,Oocystis,378,NLA 2017,15966.5
2010212,CYANOBACTERIA,Planktolyngbya,71.5,NLA 2017,15966.5
2010212,CYANOBACTERIA,Raphidiopsis,37.9,NLA 2017,15966.5
2010212,CRYPTOPHYTES,Rhodomonas,2740,NLA 2017,15966.5
2010212,GREEN ALGAE,Sphaerocystis,349,NLA 2017,15966.5
2010213,GREEN ALGAE,Ankistrodesmus,306,NLA 2017,50592.77
2010213,CYANOBACTERIA,Aphanocapsa,74.6,NLA 2017,50592.77
2010213,GREEN ALGAE,Chlamydomonas,487,NLA 2017,50592.77
2010213,GREEN ALGAE,Chlorella,1140,NLA 2017,50592.77
2010213,CYANOBACTERIA,Chroococcus,246,NLA 2017,50592.77
2010213,OTHER,Chrysochromulina,1920,NLA 2017,50592.77
2010213,DIATOMS,Cyclotella,1450,NLA 2017,50592.77
2010213,GREEN ALGAE,Desmodesmus,36013,NLA 2017,50592.77
2010213,GREEN ALGAE,Dictyosphaerium,159,NLA 2017,50592.77
2010213,GREEN ALGAE,Drepanochloris,20.8,NLA 2017,50592.77
2010213,DIATOMS,Fragilaria,2040,NLA 2017,50592.77
2010213,CYANOBACTERIA,Merismopedia,405,NLA 2017,50592.77
2010213,GREEN ALGAE,Monoraphidium,32.2,NLA 2017,50592.77
2010213,DIATOMS,Nitzschia,686,NLA 2017,50592.77
2010213,CHRYSOPHYTES,Ochromonas,1390,NLA 2017,50592.77
2010213,GREEN ALGAE,Oocystis,942,NLA 2017,50592.77
2010213,CYANOBACTERIA,Phormidium,795,NLA 2017,50592.77
2010213,CYANOBACTERIA,Planktolyngbya,213,NLA 2017,50592.77
2010213,CRYPTOPHYTES,Rhodomonas,386,NLA 2017,50592.77
2010213,GREEN ALGAE,Scenedesmus,80.9,NLA 2017,50592.77
2010213,CYANOBACTERIA,Snowella,1.27,NLA 2017,50592.77
2010213,GREEN ALGAE,Tetradesmus,1650,NLA 2017,50592.77
2010213,GREEN ALGAE,Tetrastrum,155,NLA 2017,50592.77
2010214,DIATOMS,Aulacoseira,547,NLA 2017,9544.95
2010214,GREEN ALGAE,Chlamydomonas,1760,NLA 2017,9544.95
2010214,GREEN ALGAE,Chlorella,159,NLA 2017,9544.95
2010214,CYANOBACTERIA,Chroococcus,203.2,NLA 2017,9544.95
2010214,OTHER,Chrysochromulina,8.53,NLA 2017,9544.95
