ID_lakepulse,bottle,date,comments,Comment_CP,genus ,species,division,tow length (m),net radius (cm),tow volume filtered (L),total sample volume (ml),aliquot (ml) ,count factor,#individuals counted,# / L  ,biomass factor (µg/ind),species biomass (µg d.w./L) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
 17-086 ,Zoop1,20-Jul-2017,NA,,Eubosmina,longispina,Cladocera,8.6,10,270.18,114,31.0,0.01,1,0.014,0.319,0.004,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-086 ,Zoop1,20-Jul-2017,NA,,Holopedium,glacialis,Cladocera,8.6,10,270.18,114,31.0,0.01,222,3.022,5.465,16.512,0.99,0.79,1.27,0.64,0.89,0.57,1.07,0.71,0.54,0.79
 17-086 ,Zoop1,20-Jul-2017,NA,,Aglaodiaptomus,leptopus,Copepoda,8.6,10,270.18,114,31.0,0.01,4,0.054,36.356,1.979,2.48,2.08,2.35,2.28,0.00,0.00,0.00,0.00,0.00,0.00
 17-086 ,Zoop1,20-Jul-2017,NA,,Aglaodiaptomus,spatulocrenatus,Copepoda,8.6,10,270.18,114,31.0,0.01,25,0.340,13.624,4.636,1.24,1.58,1.34,1.58,1.36,1.27,1.21,1.50,1.56,1.49
 17-086 ,Zoop1,20-Jul-2017,NA,,calanoid,copepodid,Copepoda,8.6,10,270.18,114,31.0,0.01,35,0.476,1.752,0.835,1.04,0.42,0.54,0.47,0.59,0.45,0.57,0.42,0.70,0.40
 17-086 ,Zoop1,20-Jul-2017,NA,,harpacticoid,,Copepoda,8.6,10,270.18,114,31.0,0.01,1,0.014,3.375,0.046,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-086 ,Zoop1,20-Jul-2017,NA,,Leptodiaptomus,minutus,Copepoda,8.6,10,270.18,114,31.0,0.01,3,0.041,2.797,0.114,1.04,0.89,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-086 ,Zoop1,20-Jul-2017,NA,,Mesocyclops,edax copepodid,Copepoda,8.6,10,270.18,114,31.0,0.01,209,2.845,3.450,9.814,0.66,0.86,0.45,0.79,0.54,0.47,0.67,0.71,1.09,0.54
 17-086 ,Zoop1,20-Jul-2017,NA,,Mesocyclops,edax,Copepoda,8.6,10,270.18,114,31.0,0.01,112,1.524,12.145,18.515,1.34,1.49,0.84,0.86,1.53,0.84,0.94,1.34,0.84,1.39
 17-086 ,Zoop1,20-Jul-2017,NA,,Chaoborus,spp.,Utermöhl Chamber,8.6,10,270.18,114,31.0,0.01,3,0.041,,,,,,,,,,,,
 17-086 ,Zoop1,20-Jul-2017,NA,,Hydracarina,,Utermöhl Chamber,8.6,10,270.18,114,31.0,0.01,1,0.014,,,,,,,,,,,,
 17-086 ,Zoop1,20-Jul-2017,NA,,Hydracarina,,Large Taxa Scan,8.6,10,270.18,114,114.0,0.00,1,0.004,,,,,,,,,,,,
 09-373 ,Zoop1,na,High algae.,na,Bosmina,longirostris,Cladocera,8.6,10,270.18,120,3.0,0.15,222,32.867,0.361,11.876,0.22,0.23,0.28,0.18,0.23,0.21,0.28,0.19,0.23,0.23
 09-373 ,Zoop1,na,High algae.,na,Ceriodaphnia,spp.,Cladocera,8.6,10,270.18,120,3.0,0.15,1,0.148,0.160,0.024,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-373 ,Zoop1,na,High algae.,na,Chydorus ,sphaericus,Cladocera,8.6,10,270.18,120,3.0,0.15,2,0.296,0.273,0.081,0.18,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-373 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,8.6,10,270.18,120,3.0,0.15,6,0.888,3.118,2.769,0.68,1.04,0.52,0.84,0.51,1.11,0.00,0.00,0.00,0.00
 09-373 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,8.6,10,270.18,120,3.0,0.15,43,6.366,0.663,4.222,0.49,0.42,0.44,0.46,0.50,0.31,0.50,0.46,0.43,0.38
 04-576 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,8.6,10,270.18,132,55.0,0.01,54,0.480,1.125,0.540,0.25,0.32,0.29,0.42,0.31,0.48,0.41,0.44,0.28,0.30
 04-576 ,Zoop1,na,na,,Daphnia,galeata mendotae,Cladocera,8.6,10,270.18,132,55.0,0.01,19,0.169,5.115,0.863,1.24,0.75,0.83,1.19,0.99,1.09,1.44,0.91,0.84,0.89
 04-576 ,Zoop1,na,na,,Daphnia,longiremis,Cladocera,8.6,10,270.18,132,55.0,0.01,208,1.848,2.017,3.727,0.84,0.74,0.69,1.09,0.73,0.93,0.74,0.89,1.09,0.84
 04-576 ,Zoop1,na,na,,Diaphanosoma,birgei,Cladocera,8.6,10,270.18,132,55.0,0.01,6,0.053,1.575,0.084,0.45,0.50,0.53,0.74,0.54,1.19,0.00,0.00,0.00,0.00
 04-576 ,Zoop1,na,na,,Sida,crystallina,Cladocera,8.6,10,270.18,132,55.0,0.01,2,0.018,9.497,0.169,0.99,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-576 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,8.6,10,270.18,132,55.0,0.01,74,0.657,4.278,2.812,0.84,0.50,0.89,0.46,1.39,1.44,0.50,1.04,0.66,1.47
 04-576 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,8.6,10,270.18,132,55.0,0.01,44,0.391,0.678,0.265,0.35,0.42,0.40,0.38,0.35,0.52,0.41,0.57,0.46,0.48
 04-576 ,Zoop1,na,na,,Hesperodiaptomus,nevadensis,Copepoda,8.6,10,270.18,132,55.0,0.01,5,0.044,20.537,0.912,1.73,1.88,1.63,1.78,1.98,0.00,0.00,0.00,0.00,0.00
 04-576 ,Zoop1,na,na,,ostracod,,Ostracoda,8.6,10,270.18,132,55.0,0.01,2,0.018,1.778,0.032,0.45,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,Bosmina,longirostris,Cladocera,8.6,10,270.18,142,5.0,0.11,12,1.261,0.639,0.806,0.30,0.30,0.36,0.34,0.25,0.28,0.25,0.22,0.25,0.30
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,Chydorus ,sphaericus,Cladocera,8.6,10,270.18,142,5.0,0.11,8,0.841,1.192,1.003,0.34,0.27,0.30,0.37,0.27,0.32,0.26,0.24,0.00,0.00
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,Acanthocyclops,robustus,Copepoda,8.6,10,270.18,142,5.0,0.11,13,1.367,7.098,9.699,0.84,0.83,0.90,0.77,1.19,1.14,0.82,0.80,0.82,0.84
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,calanoid,copepodid,Copepoda,8.6,10,270.18,142,5.0,0.11,1,0.105,2.997,0.315,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,cyclopoid,copepodid,Copepoda,8.6,10,270.18,142,5.0,0.11,228,23.966,2.712,65.002,0.60,0.78,0.88,0.73,0.75,0.70,0.43,0.50,0.61,0.55
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,Diacyclops,thomasi,Copepoda,8.6,10,270.18,142,5.0,0.11,172,18.080,2.218,40.109,0.95,0.96,1.32,1.05,0.83,0.96,0.81,0.93,0.99,0.89
 09-602 ,Zoop1,na,High algae. Specimens degraded.,,Eucyclops ,pectinifer,Copepoda,8.6,10,270.18,142,5.0,0.11,1,0.105,7.862,0.826,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-491 ,Zoop1,na,na,,Daphnia,galeata mendotae,Cladocera,8.6,10,270.18,127,7.0,0.07,214,14.370,9.031,129.784,1.56,1.50,1.43,0.73,0.77,1.25,1.32,1.41,1.54,1.11
 11-491 ,Zoop1,na,na,,Daphnia,pulicaria,Cladocera,8.6,10,270.18,127,7.0,0.07,3,0.201,33.021,6.652,1.51,1.44,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-491 ,Zoop1,na,na,,Diaphanosoma,birgei,Cladocera,8.6,10,270.18,127,7.0,0.07,6,0.403,0.488,0.197,0.52,0.51,0.50,0.53,0.51,0.51,0.00,0.00,0.00,0.00
 11-491 ,Zoop1,na,na,,Acanthocyclops,robustus,Copepoda,8.6,10,270.18,127,7.0,0.07,8,0.537,3.249,1.746,0.72,0.77,0.71,0.67,0.68,0.72,0.75,0.73,0.00,0.00
 11-491 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,8.6,10,270.18,127,7.0,0.07,200,13.430,2.870,38.539,0.87,0.85,0.72,0.86,0.75,0.56,0.77,0.77,0.67,0.84
 11-491 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,8.6,10,270.18,127,7.0,0.07,205,13.766,1.705,23.475,0.59,0.77,0.58,0.77,0.44,0.44,0.55,0.62,0.37,0.44
 11-491 ,Zoop1,na,na,,Cyclops,scutifer,Copepoda,8.6,10,270.18,127,7.0,0.07,13,0.873,5.133,4.481,1.35,1.58,1.13,1.54,1.48,1.44,1.56,1.58,1.37,1.18
 11-491 ,Zoop1,na,na,,Diacyclops,thomasi,Copepoda,8.6,10,270.18,127,7.0,0.07,19,1.276,3.002,3.830,1.10,1.05,1.03,1.14,1.11,1.00,1.20,1.15,1.07,1.17
 11-491 ,Zoop1,na,na,,Leptodiaptomus,tyrrelli,Copepoda,8.6,10,270.18,127,7.0,0.07,10,0.672,8.702,5.844,1.52,1.54,1.60,1.52,1.63,1.67,1.56,1.50,1.50,1.63
 11-491 ,Zoop1,na,na,,Mesocyclops,edax,Copepoda,8.6,10,270.18,127,7.0,0.07,35,2.350,7.946,18.674,0.93,0.84,0.89,0.83,1.60,1.01,0.88,1.19,1.14,0.98
 10-355 ,Zoop1,na,na,na,Bosmina,longirostris,Cladocera,8.7,10,273.32,102,5.0,0.07,1,0.075,0.283,0.021,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-355 ,Zoop1,na,na,na,Chydorus ,sphaericus,Cladocera,8.7,10,273.32,102,5.0,0.07,218,16.271,0.592,9.634,0.21,0.26,0.26,0.28,0.24,0.31,0.20,0.26,0.19,0.23
 10-355 ,Zoop1,na,na,na,Diaphanosoma,brachyurum,Cladocera,8.7,10,273.32,102,5.0,0.07,127,9.479,1.993,18.887,0.80,1.03,1.07,0.54,0.53,0.62,0.77,0.67,0.78,0.96
 10-355 ,Zoop1,na,na,na,ostracod,,Ostracoda,8.7,10,273.32,102,5.0,0.07,6,0.448,0.761,0.341,0.15,0.57,0.14,0.20,0.16,0.15,0.00,0.00,0.00,0.00
 10-355 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,8.7,10,273.32,102,5.0,0.07,249,18.585,1.970,36.608,0.75,0.47,0.75,0.73,0.44,0.41,0.75,0.52,0.55,0.72
 10-355 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,8.7,10,273.32,102,5.0,0.07,116,8.658,1.118,9.680,0.32,0.44,0.31,0.38,0.43,0.46,0.85,0.32,0.42,0.63
 10-355 ,Zoop1,na,na,na,Diacyclops,thomasi,Copepoda,8.7,10,273.32,102,5.0,0.07,20,1.493,1.729,2.581,0.83,0.87,0.85,0.91,0.89,0.90,1.01,0.87,0.90,0.91
 10-355 ,Zoop1,na,na,na,Leptodiaptomus,siciloides,Copepoda,8.7,10,273.32,102,5.0,0.07,14,1.045,3.748,3.916,1.11,1.10,1.20,1.05,1.14,1.19,1.17,1.09,1.07,1.04
 12-636 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,8.8,10,276.46,118,28.0,0.02,38,0.579,1.075,0.623,0.37,0.26,0.46,0.32,0.40,0.25,0.38,0.28,0.32,0.42
 12-636 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,8.8,10,276.46,118,28.0,0.02,4,0.061,3.290,0.201,0.61,0.59,0.57,0.59,0.00,0.00,0.00,0.00,0.00,0.00
 12-636 ,Zoop1,na,na,,Daphnia,pulicaria,Cladocera,8.8,10,276.46,118,28.0,0.02,222,3.384,27.420,92.794,1.37,1.21,1.17,1.63,1.58,1.19,1.02,1.23,1.44,1.63
 12-636 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,8.8,10,276.46,118,28.0,0.02,47,0.716,4.637,3.322,0.75,0.74,0.67,0.61,0.70,0.64,0.72,0.70,0.68,0.72
 12-636 ,Zoop1,na,na,,Diaphanosoma,brachyurum,Cladocera,8.8,10,276.46,118,28.0,0.02,21,0.320,0.810,0.259,0.65,0.62,0.36,0.60,0.64,0.63,0.48,0.67,0.71,0.57
 12-636 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,8.8,10,276.46,118,28.0,0.02,37,0.564,4.074,2.298,0.99,0.85,1.01,0.97,0.97,0.91,0.84,1.00,0.98,0.92
 12-636 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,8.8,10,276.46,118,28.0,0.02,134,2.043,0.730,1.492,0.51,0.35,0.51,0.42,0.51,0.43,0.34,0.46,0.50,0.43
 12-636 ,Zoop1,na,na,,Diacyclops,thomasi,Copepoda,8.8,10,276.46,118,28.0,0.02,42,0.640,2.019,1.293,1.02,0.90,0.92,0.91,0.97,1.01,0.88,0.94,1.03,0.90
 12-636 ,Zoop1,na,na,,Hesperodiaptomus,franciscanus,Copepoda,8.8,10,276.46,118,28.0,0.02,19,0.290,15.110,4.376,1.52,1.60,1.40,1.47,1.63,1.60,1.42,1.53,1.58,1.67
 12-636 ,Zoop1,na,na,,Chaoborus,spp.,Large Taxa Scan,8.8,10,276.46,118,118.0,0.00,20,0.072,,,,,,,,,,,,
 12-636 ,Zoop1,na,na,,Chaoborus,spp.,Utermöhl Chamber,8.8,10,276.46,118,28.0,0.02,3,0.046,,,,,,,,,,,,
 12-636 ,Zoop1,na,na,,Hydracarina,,Utermöhl Chamber,8.8,10,276.46,118,28.0,0.02,1,0.015,,,,,,,,,,,,
 12-651 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,8.8,10,276.46,108,17.0,0.02,4,0.092,0.732,0.067,0.32,0.28,0.30,0.32,0.00,0.00,0.00,0.00,0.00,0.00
 12-651 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,8.8,10,276.46,108,17.0,0.02,200,4.596,1.242,5.706,0.51,0.31,0.18,0.52,0.41,0.52,0.51,0.44,0.40,0.23
 12-651 ,Zoop1,na,na,,Daphnia,dentifera,Cladocera,8.8,10,276.46,108,17.0,0.02,2,0.046,2.615,0.120,0.82,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 12-651 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,8.8,10,276.46,108,17.0,0.02,89,2.045,1.056,2.160,0.41,0.42,0.40,0.39,0.42,0.42,0.43,0.51,0.52,0.42
 12-651 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,8.8,10,276.46,108,17.0,0.02,29,0.666,0.879,0.586,0.53,0.40,0.51,0.46,0.37,0.57,0.48,0.45,0.50,0.48
 12-651 ,Zoop1,na,na,,Chaoborus,spp.,Large Taxa Scan,8.8,10,276.46,108,108.0,0.00,4,0.014,,,,,,,,,,,,
 12-651 ,Zoop1,na,na,,ostracod,,Ostracoda,8.8,10,276.46,108,17.0,0.02,354,8.135,0.366,2.978,0.32,0.33,0.19,0.22,0.17,0.30,0.20,0.22,0.38,0.32
 12-651 ,Zoop1,na,na,,Hydracarina,,Utermöhl Chamber,8.8,10,276.46,108,17.0,0.02,2,0.046,,,,,,,,,,,,
 06-159 ,Zoop1,8-Sep-2017,na,,Bosmina,longirostris,Cladocera,9,10,282.74,104,3.0,0.12,81,9.931,0.409,4.066,0.21,0.24,0.25,0.28,0.26,0.21,0.20,0.25,0.25,0.26
 06-159 ,Zoop1,8-Sep-2017,na,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,104,3.0,0.12,3,0.368,0.594,0.219,0.27,0.35,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-159 ,Zoop1,8-Sep-2017,na,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,104,3.0,0.12,1,0.123,0.172,0.021,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-159 ,Zoop1,8-Sep-2017,na,,calanoid,copepodid,Copepoda,9,10,282.74,104,3.0,0.12,4,0.490,1.038,0.509,0.45,0.45,0.45,0.38,0.00,0.00,0.00,0.00,0.00,0.00
 06-159 ,Zoop1,8-Sep-2017,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,104,3.0,0.12,293,35.924,0.407,14.639,0.41,0.30,0.40,0.25,0.39,0.37,0.38,0.30,0.53,0.32
 06-159 ,Zoop1,8-Sep-2017,na,,Tropocyclops,prasinus,Copepoda,9,10,282.74,104,3.0,0.12,46,5.640,0.908,5.119,0.47,0.50,0.46,0.50,0.44,0.45,0.48,0.45,0.51,0.42
 07-020 ,Zoop1,17-Jul-2017,NA,,Bosmina,longirostris,Cladocera,9,10,282.74,116,0.4,1.03,235,241.031,0.742,178.743,0.30,0.25,0.25,0.32,0.30,0.33,0.34,0.32,0.31,0.33
 07-020 ,Zoop1,17-Jul-2017,NA,,cyclopoid,copepodid,Copepoda,9,10,282.74,116,0.4,1.03,5,5.128,0.359,1.840,0.32,0.31,0.41,0.38,0.40,0.00,0.00,0.00,0.00,0.00
 08-097 ,Zoop1,26-Aug-2017,NA,,Daphnia,retrocurva,Cladocera,9,10,282.74,108,4.2,0.09,132,12.005,1.699,20.398,0.50,0.50,0.64,0.69,0.50,0.86,0.92,0.99,0.47,0.89
 08-097 ,Zoop1,26-Aug-2017,NA,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,108,4.2,0.09,128,11.641,1.155,13.441,0.48,0.69,0.99,0.67,0.65,0.79,0.40,0.74,0.44,0.55
 08-097 ,Zoop1,26-Aug-2017,NA,,Eubosmina,coregoni,Cladocera,9,10,282.74,108,4.2,0.09,204,18.553,1.953,36.240,0.48,0.47,0.42,0.45,0.33,0.46,0.50,0.48,0.52,0.31
 08-097 ,Zoop1,26-Aug-2017,NA,,ostracod,,Ostracoda,9,10,282.74,108,4.2,0.09,2,0.182,0.296,0.054,0.16,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-097 ,Zoop1,26-Aug-2017,NA,,calanoid,copepodid,Copepoda,9,10,282.74,108,4.2,0.09,13,1.182,2.621,3.099,0.94,0.72,0.74,0.80,0.42,0.72,0.68,0.82,0.72,0.67
 08-097 ,Zoop1,26-Aug-2017,NA,,cyclopoid,copepodid,Copepoda,9,10,282.74,108,4.2,0.09,201,18.280,1.915,35.011,0.52,0.64,0.47,0.65,0.72,0.56,0.59,0.69,0.61,0.56
 08-097 ,Zoop1,26-Aug-2017,NA,,Mesocyclops,edax,Copepoda,9,10,282.74,108,4.2,0.09,136,12.369,3.625,44.838,0.91,0.89,0.89,0.89,0.94,0.91,0.91,0.95,0.89,0.91
 08-097 ,Zoop1,26-Aug-2017,NA,,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,108,4.2,0.09,17,1.546,5.320,8.225,1.09,1.13,1.07,0.98,1.02,1.09,1.11,1.26,1.34,0.91
 08-097 ,Zoop1,26-Aug-2017,NA,,Leptodora,kindtii,Utermöhl Chamber,9,10,282.74,108,4.2,0.09,2,0.182,,,,,,,,,,,,
 17-056 ,Zoop1,3-Aug-2017,NA,,Daphnia,catawba,Cladocera,9,10,282.74,106,13.0,0.03,118,3.403,23.297,79.277,0.79,1.41,0.83,0.91,1.53,1.65,1.19,1.43,1.65,0.72
 17-056 ,Zoop1,3-Aug-2017,NA,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,106,13.0,0.03,59,1.701,1.687,2.870,0.74,0.52,0.86,0.43,0.84,0.97,0.84,0.77,0.91,0.45
 17-056 ,Zoop1,3-Aug-2017,NA,,Aglaodiaptomus,spatulocrenatus copepodid,Copepoda,9,10,282.74,106,13.0,0.03,112,3.230,2.078,6.710,0.55,0.59,0.74,0.59,0.58,0.62,0.51,0.72,0.56,0.70
 17-056 ,Zoop1,3-Aug-2017,NA,,Aglaodiaptomus,spatulocrenatus,Copepoda,9,10,282.74,106,13.0,0.03,203,5.854,6.716,39.314,1.05,1.01,0.97,0.98,1.03,0.96,1.01,0.96,1.05,1.01
 17-056 ,Zoop1,3-Aug-2017,NA,,cyclopoid,copepodid,Copepoda,9,10,282.74,106,13.0,0.03,2,0.058,0.491,0.028,0.38,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-056 ,Zoop1,3-Aug-2017,NA,,Epischura,lacustris,Copepoda,9,10,282.74,106,13.0,0.03,1,0.029,23.493,0.678,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-056 ,Zoop1,3-Aug-2017,NA,,Leptodiaptomus,minutus,Copepoda,9,10,282.74,106,13.0,0.03,1,0.029,1.729,0.050,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 17-056 ,Zoop1,3-Aug-2017,NA,,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,106,13.0,0.03,8,0.231,,,,,,,,,,,,
 17-056 ,Zoop1,3-Aug-2017,NA,,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,106,106.0,0.00,3,0.011,,,,,,,,,,,,
 17-064 ,Zoop1,13-Aug-2017,NA,,Bosmina,longirostris,Cladocera,9,10,282.74,110,8.0,0.05,251,12.206,1.763,21.515,0.59,0.37,0.38,0.43,0.38,0.45,0.39,0.42,0.44,0.39
 17-064 ,Zoop1,13-Aug-2017,NA,,Daphnia,galeata mendotae,Cladocera,9,10,282.74,110,8.0,0.05,63,3.064,5.013,15.359,0.61,0.79,1.00,1.04,0.99,0.72,1.19,1.01,1.49,1.14
 17-064 ,Zoop1,13-Aug-2017,NA,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,110,8.0,0.05,28,1.362,1.141,1.554,0.89,0.92,0.35,0.42,0.74,0.64,0.81,0.48,0.50,0.51
 17-064 ,Zoop1,13-Aug-2017,NA,,Eubosmina,longispina,Cladocera,9,10,282.74,110,8.0,0.05,155,7.538,0.789,5.945,0.32,0.30,0.25,0.30,0.45,0.26,0.22,0.35,0.34,0.26
 17-064 ,Zoop1,13-Aug-2017,NA,,cyclopoid,copepodid,Copepoda,9,10,282.74,110,8.0,0.05,99,4.814,0.770,3.708,0.45,0.47,0.38,0.69,0.47,0.38,0.40,0.34,0.41,0.43
 17-064 ,Zoop1,13-Aug-2017,NA,,Cyclops,scutifer,Copepoda,9,10,282.74,110,8.0,0.05,5,0.243,5.736,1.395,1.61,1.63,1.57,1.53,1.29,0.00,0.00,0.00,0.00,0.00
 17-064 ,Zoop1,13-Aug-2017,NA,,Leptodiaptomus,minutus copepodid,Copepoda,9,10,282.74,110,8.0,0.05,77,3.745,2.074,7.764,0.38,0.40,0.59,0.87,0.58,0.38,0.76,0.74,0.66,0.36
 17-064 ,Zoop1,13-Aug-2017,NA,,Leptodiaptomus,minutus,Copepoda,9,10,282.74,110,8.0,0.05,82,3.988,2.378,9.483,0.89,1.00,0.92,0.94,0.82,0.91,0.97,0.91,0.96,0.99
 17-064 ,Zoop1,13-Aug-2017,NA,,Mesocyclops,edax,Copepoda,9,10,282.74,110,8.0,0.05,28,1.362,3.709,5.050,0.82,0.79,0.82,0.79,0.81,1.14,1.19,0.81,0.80,0.79
 17-064 ,Zoop1,13-Aug-2017,NA,,Tropocyclops,prasinus,Copepoda,9,10,282.74,110,8.0,0.05,18,0.875,1.120,0.980,0.49,0.57,0.50,0.54,0.57,0.55,0.48,0.53,0.59,0.50
 17-064 ,Zoop1,13-Aug-2017,NA,,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,110,8.0,0.05,1,0.049,,,,,,,,,,,,
 17-064 ,Zoop1,13-Aug-2017,NA,,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,110,110.0,0.00,8,0.028,,,,,,,,,,,,
 06-294 ,Zoop1,na,na,na,Alona,guttata,Cladocera,9,10,282.74,112,22.0,0.02,1,0.018,0.604,0.011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-294 ,Zoop1,na,na,na,Bosmina,longirostris,Cladocera,9,10,282.74,112,22.0,0.02,1,0.018,0.440,0.008,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-294 ,Zoop1,na,na,na,Ceriodaphnia,spp.,Cladocera,9,10,282.74,112,22.0,0.02,1,0.018,3.830,0.069,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-294 ,Zoop1,na,na,na,Chydorus ,sphaericus,Cladocera,9,10,282.74,112,22.0,0.02,2,0.036,0.437,0.016,0.22,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-294 ,Zoop1,na,na,na,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,112,22.0,0.02,40,0.720,1.346,0.969,0.56,0.59,0.88,0.62,0.90,0.73,0.43,0.93,0.35,0.72
 06-294 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,9,10,282.74,112,22.0,0.02,221,3.979,1.977,7.868,0.50,0.38,0.83,0.94,0.62,0.67,0.64,0.43,0.61,0.42
 06-294 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,9,10,282.74,112,22.0,0.02,36,0.648,1.350,0.875,0.43,0.51,0.43,0.54,0.45,0.70,0.52,0.71,0.54,0.46
 06-294 ,Zoop1,na,na,na,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,112,22.0,0.02,120,2.161,5.232,11.305,1.08,1.11,1.21,1.03,1.11,1.02,1.15,1.10,1.05,1.07
 06-294 ,Zoop1,na,na,na,Hydracarina,,Utermöhl Chamber,9,10,282.74,112,22.0,0.02,3,0.054,,,,,,,,,,,,
 06-294 ,Zoop1,na,na,na,Hydracarina,,Large Taxa Scan,9,10,282.74,112,112.0,0.00,3,0.011,,,,,,,,,,,,
 06-309 ,Zoop1+Zoop2,na,na,na,Bosmina,longirostris,Cladocera,9,10,282.74,245,15.0,0.06,78,4.506,0.520,2.342,0.20,0.25,0.28,0.30,0.28,0.25,0.25,0.36,0.24,0.20
 06-309 ,Zoop1+Zoop2,na,na,na,Daphnia,pulicaria,Cladocera,9,10,282.74,245,15.0,0.06,2,0.116,34.756,4.016,1.39,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-309 ,Zoop1+Zoop2,na,na,na,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,245,15.0,0.06,14,0.809,0.488,0.395,0.52,0.25,0.50,0.45,0.54,0.72,0.50,0.45,0.57,0.40
 06-309 ,Zoop1+Zoop2,na,na,na,Holopedium,glacialis,Cladocera,9,10,282.74,245,15.0,0.06,1,0.058,4.583,0.265,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-309 ,Zoop1+Zoop2,na,na,na,calanoid,copepodid,Copepoda,9,10,282.74,245,15.0,0.06,143,8.261,2.638,21.794,0.71,0.69,0.69,0.81,0.69,0.81,0.84,0.69,0.89,0.45
 06-309 ,Zoop1+Zoop2,na,na,na,cyclopoid,copepodid,Copepoda,9,10,282.74,245,15.0,0.06,208,12.016,0.915,11.000,0.32,0.66,0.45,0.64,0.42,0.29,0.57,0.31,0.40,0.44
 06-309 ,Zoop1+Zoop2,na,na,na,Diacyclops,thomasi,Copepoda,9,10,282.74,245,15.0,0.06,7,0.404,1.254,0.507,0.77,0.72,0.77,0.79,0.84,0.82,0.83,0.00,0.00,0.00
