Lake_ID,altitude,area,perimeter,latitude,longitude,lake_depth,secchi_bottom,Survey,secchi_depth,Sodium,Calcium,Magnesium,Chloride,Potassium,Sulfate,Temperature_up,Temperature_bottom,DO_up,DO_bottom,pH_up,pH_bottom,Conductivity,Chla,TP,TN,DOC,Colour,Stratification,Thermocline_m,Epilimnion_bot,Hypolimnion_top,wind_30d,t2m_30d,ssr_30d,tp_30d,degree_day_thr0,Biom_Cladocera_ugL,Biom_Copepoda_ugL,Biom_OTHER_ugL,Biom_CladOther_ugL,Biom_CopCal_ugL,Biom_CopCyc_ugL,Biom_CopOther_ugL,Biom_Daphnia_ugL,Ecoregion
2010307,415,0.1023476,1506.682,39.3321,-97.37486,3,No,NLA 2017,0.0375,11.689,11.56,3.764,3.591,8.766,11.14,26.1,25.9,6.2,6.03,7.659183673,7.6,0.1736,7.46,505.62,2.408,7.63,62,mixed,NA,NA,NA,3.227753113,22.81795704,21316871.41,0.057003876,4976.918173,43.5919888,247.6519251,0,24.30343141,215.360552,32.29137309,0,19.28855739,GREAT PLAINS
2010308,321.09,0.462056,4292.079,41.1781,-81.3108,19.4,No,NLA 2017,3.125,1.976,18.833,3.729,3.002,1.001,5.152,25.6,5.291666667,8.7925,0.01,8.16,7.083333333,0.1335,5.02,13.75125,0.504,5.63,15,mixed,NA,NA,NA,2.451743032,19.10132678,18176092.46,0.152405811,4296.610516,125.4898501,52.54479502,0,6.631942344,1.401705559,51.14308946,0,118.8579078,EASTERN TEMPERATE FORESTS
2010309,256,0.4009612,8794.158,38.49867,-84.5809,8.6,No,NLA 2017,0.75,10.024,27.881,8.531,14.76,2.229,23.906,26.77,9.6,10.231,0,9.102,7.14375,0.2614,28.08,35.195,1.038,6.96,25,stratified,2.00052527,0.607809708,6.02491374,1.846832193,21.15286663,18968071.28,0.098729348,4331.451834,5.998176133,122.6211035,0,5.834958118,2.506708252,120.1143952,0,0.163218015,EASTERN TEMPERATE FORESTS
2010310,11,0.244705,2398.915,28.63769,-81.13767,3.5,No,NLA 2017,2.125,30.197,15.011,4.371,50.543,1.842,14.079,28.88095238,28.27,5.533333333,4.753,6.84,6.899,0.2726,2.33,13.04625,0.416,9.22,40,stratified,1.698581955,1.177922972,2.10541901,2.190738301,25.62516468,15555248.76,0.263649585,4814.131016,1.961938755,98.72417108,0,1.840029255,98.11828819,0.605882889,0,0.1219095,EASTERN TEMPERATE FORESTS
2010311,248,0.3697648,2494.887,42.78404,-85.11544,11.2,No,NLA 2017,2.85,8.805,65.757,21.14,22.445,2.764,22.328,22.9,8.091964286,8.7025,0.173214286,8.45,7.273214286,0.5348,4.26,13.61875,4.45,5.28,30,mixed,NA,NA,NA,2.94519167,19.33155368,18686741.07,0.072280763,4602.807922,37.33974238,177.2642962,0,0.12102231,69.05806184,108.2062343,0,37.21872007,EASTERN TEMPERATE FORESTS
2010312,410,4.277011,8321.745,43.17179,-94.905,4.3,No,NLA 2017,1.45,5.466,41.986,25.786,16.677,3.437,15.474,22.9,22.9,6.7,6.653125,8,8,0.4492,10.93,35.17125,0.729,6.38,25,mixed,NA,NA,NA,3.865054138,20.09592996,20399068.6,0.039248304,4712.05186,453.999522,403.6718661,0,3.603529675,318.0477782,85.62408783,0,450.3959923,GREAT PLAINS
2010313,250,0.02482681,680.139,38.62966,-92.60392,3.8,No,NLA 2017,0.61,2.07,10.82,4.458,4.103,6.247,0.66,28.73333333,16.98333333,5.366666667,0.179166667,NA,NA,0.118,207.12,103.61375,1.366,7.55,38,stratified,2.260972992,0.1,3.3,2.017919713,22.4732995,20447493.48,0.122851593,4758.265695,1.145815587,11.95330716,0,1.057511621,9.655795026,2.297512132,0,0.088303966,EASTERN TEMPERATE FORESTS
2010314,330,2.562103,6839.106,46.09872,-97.23814,2.9,No,NLA 2017,0.95,59.328,74.298,76.453,26.893,34.899,252.965,21.23545455,21.14125,7.663636364,7.469375,8.48,8.48,1.2418,9.76,508.1025,1.69,16.76,30,mixed,NA,NA,NA,4.019450026,19.48080782,19869235.13,0.060638469,4892.267736,731.0855003,187.9453821,0,0.104363959,157.447958,30.49742411,0,730.9811363,GREAT PLAINS
2010315,307.26,0.08896605,1908.152,37.386994,-91.261113,5.5,No,NLA 2017,4.85,0.846,21.617,13.185,0.559,0.683,1.775,26.8475,16.4,8.5225,5.95,8.5,7.35,0.2076,1.25,4.6175,0.18,2.7,10,stratified,3.486395612,1.604178961,5,1.933063122,21.47971929,19937082.27,0.101670947,4450.334474,75.01160796,27.74736153,0,0.516907823,0.194123681,27.55323785,0,74.49470014,EASTERN TEMPERATE FORESTS
2010316,173.23,0.1768375,2586.557,36.63579622,-91.05109728,5.2,No,NLA 2017,4.7,1.026,39.257,22.403,1.324,1.01,1.471,27.87697368,20.01366071,7.690526316,2.04125,8.238947368,7.403392857,0.3602,2.24,6.4275,0.179,1.97,15,stratified,3.4794228,1.563896055,4.7,1.782161883,22.64827765,19510235.45,0.110946355,4591.194155,0.949086758,25.67599008,0,0.493928905,25.3508156,0.325174473,0,0.455157853,EASTERN TEMPERATE FORESTS
2010317,621,0.5249487,4697.763,47.86474,-101.5133,2,No,NLA 2017,0.45,1307,73.114,319.924,39.692,51.592,3716.573,21.325,20,4.825,3.866666667,8.4375,8.43,7.2322,3.43,268.28125,5.138,34.55,55,Stratification status could not be assessed,NA,NA,NA,4.745686445,17.19281221,20534714.64,0.050527716,4104.764689,7186.925627,293.9073583,0,911.5841522,254.1448384,39.76251989,0,6275.341475,GREAT PLAINS
2010318,669,0.04707638,867.8394,48.38932,-102.1524,2.9,No,NLA 2017,1.65,322.319,24.67,126.709,111.403,45.882,483.54,18.94888889,18.415625,10.30777778,9.8375,9.014111111,9.0121875,2.1456,14.64,90.04625,2.904,30.75,40,stratified,1.837927725,1.492886989,2.4,4.744261369,16.90050245,20335018.33,0.047097423,4091.355158,1923.451168,89.89079747,0,0,75.98892103,13.90187644,0,1923.451168,GREAT PLAINS
2010319,102,0.01914558,599.114,31.75569,-83.49964,1.5,No,NLA 2017,1.365,2.625,8.498,1.77,7.557,2.03,0.415,25.74727273,25.59,3.448181818,3.203333333,6.287727273,6.27,0.0779,8.96,22.295,0.499,9.48,66,Stratification status could not be assessed,NA,NA,NA,2.438660303,24.80916916,15626651.97,0.117757862,4741.061026,29.52817734,142.7254509,0,8.078318176,91.00507027,51.72038059,0,21.44985916,EASTERN TEMPERATE FORESTS
2010320,533,0.1388984,1842.709,45.03031,-97.7708,7.2,No,NLA 2017,1.9,78.312,56.815,147.378,24.225,40.197,615.344,20.91625,20.6125,8.6,8.066666667,8.7,8.7,1.724,6.4,241.0625,1.551,15.96,5,mixed,NA,NA,NA,4.30038804,19.00951854,21126730.76,0.087770726,4823.064256,790.3526422,289.8427062,0,2.753241558,272.8944544,16.94825185,0,787.5994006,GREAT PLAINS
2010321,536,0.06428868,1289.214,43.86445,-99.66352,1.7,Yes,NLA 2017,NA,537.201,98.63,57.115,145.823,38.323,1215.491,22.15,21.9,9.55,9.85,9.425,9.45,3.0406,0.88,218.34875,2.055,21.79,33,Stratification status could not be assessed,NA,NA,NA,4.095201481,20.93271187,21607462.69,0.048188098,4957.222001,31.42526646,2.158063254,0,0.09462729,0.910099572,1.247963682,0,31.33063917,GREAT PLAINS
2010322,590,0.2718635,2857.992,48.47916,-104.3491,1.8,No,NLA 2017,0.575,561.178,28.459,108.575,32.718,25.932,757.211,19.7,19.7,9.5,9.533333333,9,9,2.691,12.76,108.71,2.239,22.29,40,Stratification status could not be assessed,NA,NA,NA,5.072381275,18.23046338,21624867.2,0.024582043,4203.341308,60.55968036,220.812314,0,0.992314881,206.2750176,14.53729639,0,59.56736548,GREAT PLAINS
2010323,684,0.01198415,499.274,48.23974,-102.3111,3.4,No,NLA 2017,0.85,134.715,148.287,278.262,70.796,57.083,1409.473,19,19,9.4825,9.358333333,8.6555,8.66,2.8043,78.6,315.16375,3.564,30.33,47,Stratification status could not be assessed,NA,NA,NA,4.820769708,17.00903265,20395864.63,0.044725693,4050.285181,5024.220888,726.8649805,0,10.7636971,668.5937036,58.27127681,0,5013.457191,GREAT PLAINS
2010324,489,0.1919744,1806.967,47.8483,-100.2783,1.8,Yes,NLA 2017,NA,1344.127,31.483,512.398,143.283,111.293,3604.036,19.95,19.95,8.553214286,8.526666667,8.928928571,8.93,6.9492,1.78,51.51375,3.18,33.5,30,Stratification status could not be assessed,NA,NA,NA,4.601514917,17.84852934,20240364.58,0.059435891,4167.738352,3125.13537,823.90981,0,790.5256704,820.8949414,3.014868607,0,2334.6097,GREAT PLAINS
2010325,2843,0.02239607,592.5467,36.77464,-105.1939,5.5,No,NLA 2017,3.2,6.547,14.088,6.059,1.16,0.166,11.118,17.9875,12.95,8.535,3.6,9,7.7,0.1463,2.39,24.8375,0.423,7.21,20,stratified,2.603081915,1.734933573,5,1.700806915,13.21447231,25852019.86,0.033330331,3339.628547,160.3855214,100.0093777,0,1.58795522,99.63259512,0.376782578,0,158.7975662,NORTHWESTERN FORESTED MOUNTAINS
2010326,1314.36,0.6357875,4611.049,36.8486239,-102.875142,3.5,No,NLA 2017,0.3,77.471,39.201,40.289,30.646,19.975,159.617,25.54444444,23.45,8.444444444,4.05,8.522222222,8.25,0.8672,41.33,130.86,2.03,15.72,15,Stratification status could not be assessed,NA,NA,NA,4.395651098,22.42635565,23485409.6,0.01594502,5017.972468,37.57178199,219.1919302,0,30.89723699,207.419632,11.10847393,0.663824267,6.674545004,GREAT PLAINS
2010327,367,0.01587529,557.9116,36.96167,-96.74831,2.7,No,NLA 2017,1.45,3.387,24.605,3.625,2.444,1.561,1.281,27.75105184,26.70914164,9.958271061,6.000270609,8.629228267,8.157890433,0.1683,6.53,30.65,0.533,4.35,20,stratified,1.79820681,0.764450419,2.2,3.453254767,23.56642762,20514130.74,0.059571557,5273.473077,64.61216781,121.144902,0,60.17681618,118.1881898,2.956712238,0,4.435351628,GREAT PLAINS
2010328,782,0.6088711,4001.493,39.46941,-79.49873,6.1,No,NLA 2017,4.4,2.516,7.652,0.799,4.104,0.477,6.215,23.390125,20.6525,8.404,8.88375,7.591625,7.2925,0.0641,2.83,4.22125,0.164,2.02,10,stratified,5.55,3.925696872,5.6,2.267660638,17.36358964,17313590.53,0.119510512,3905.864807,23.15489974,30.84448866,0,0.064902324,26.92239604,3.922092629,0,23.08999741,EASTERN TEMPERATE FORESTS
2010329,254,0.0129767,710.558,42.89458,-83.71904,1.9,No,NLA 2017,0.255,11.95,37.33,19.86,18.688,1.573,10.512,22.527,21.77266667,9.095,3.12,7.9675,7.213333333,0.3934,192.8,240.31375,2.111,13.02,35,Stratification status could not be assessed,NA,NA,NA,2.888069686,19.314953,18340665.53,0.072643688,4598.082429,7.192569469,10.68255499,0,6.780170847,10.08712792,0.595427076,0,0.412398622,EASTERN TEMPERATE FORESTS
2010330,1811,0.01033385,418.173,39.72616,-122.8417,5,No,NLA 2017,2.35,2.18,14.292,4.645,0.333,0.256,0.297,12.52775,8.905,8.42575,6.655,6.63175,6.17,0.1126,4.61,20.1425,0.165,2.4,12,stratified,0.55,0.1,2.675599028,0.986989253,17.72381404,24444676.45,0.015192465,4907.198867,0.296713507,3.65600742,0,0.296713507,0.133632931,3.522374489,0,0,NORTHWESTERN FORESTED MOUNTAINS
2010331,288,0.04302133,931.3246,39.34876,-95.04207,5.1,No,NLA 2017,0.7,6.304,37.668,6.711,9.355,4.874,14.795,28.97878788,23.9875,7.115151515,0.10625,8.121212121,7.275,0.2767,11.73,67.17625,0.698,6.46,20,stratified,1.46253962,0.01,4.6,3.059107254,23.00544725,21066708.57,0.07200618,4761.115269,464.0691051,177.4832869,0,464.0691051,110.9205353,66.56275162,0,0,GREAT PLAINS
2010332,330.66,1.243664,10673.57,37.726925,-90.917282,20.7,No,NLA 2017,3.15,0.781,9.706,5.688,0.562,0.951,2.624,26.9,6.6375,7.825,0.475,8.2,6.5625,0.0973,2.04,7.30625,0.195,3.75,10,stratified,5.408362031,3.642176941,7.601594959,2.02122057,21.94524234,19951749.84,0.112637033,4555.908698,110.3052095,45.76772485,0,0.297320594,16.91147575,28.85624911,0,110.0078889,EASTERN TEMPERATE FORESTS
2010333,332.22,0.2002175,2405.096,37.593907,-90.7787,10.9,No,NLA 2017,3.3,1.166,2.89,1.561,0.488,0.969,3.603,27.41236842,10.2771875,7.846973684,0.8075,7.718815789,6.6090625,0.0362,2.67,10.94625,0.2,2.86,23,stratified,3.634504573,2.563078059,7.161582773,2.022685969,21.90262054,19769112.12,0.114887383,4506.396298,79.46182341,106.6767674,0,35.49095161,17.72224741,88.95451994,0,43.9708718,EASTERN TEMPERATE FORESTS
2010334,2554,0.04826133,831.8697,41.02647,-115.0871,7.8,No,NLA 2017,4.9,0.827,5.99,1.18,0.226,0.402,0.745,8.246904762,5.305416667,10.04892857,10.32083333,7.996666667,7.887708333,0.0445,0.71,3.18375,0.05,1.08,10,stratified,0.5,0,1.12776188,2.439173262,15.91881493,23582935.19,0.025238499,3940.814637,2.01133374,0.115794079,0,0.009668978,0.093094579,0.0226995,0,2.001664762,NORTH AMERICAN DESERTS
2010335,0,35.65565,34090.79,28.83882,-81.26992,2.7,No,NLA 2017,0.8,312.44,74.301,36.316,539.758,10.844,139.638,29.2,28.8125,5.9165472,5.06251475,7.693333333,7.74375,2.1761,23.84,85.9325,1.428,14.5,55,mixed,NA,NA,NA,2.118807942,25.56231421,15252934.95,0.248135399,4919.893232,0.141813118,8.907916481,0,0.113926216,7.827433827,0.442384282,0.638098372,0.027886902,EASTERN TEMPERATE FORESTS
2010336,9,0.118688,1983.97,39.40948,-74.77998,1.7,Yes,NLA 2017,NA,4.981,1.395,0.903,8.657,0.794,2.273,26.80629171,26.15333333,8.34389011,8.356666667,5.770000999,5.58,0.0456,2.68,9.045,0.445,7.01,75,Stratification status could not be assessed,NA,NA,NA,2.71314988,20.56152864,18076940.67,0.108207736,4629.908737,38.3227539,0.762863489,0,38.16583129,0.658779973,0.104083516,0,0.156922616,EASTERN TEMPERATE FORESTS
2010337,1686,0.1991372,3149.77,34.51849,-112.3854,14.9,No,NLA 2017,5.05,11.628,40.149,9.631,14.937,1.068,48.133,21.65,6.1,8.075,0.1375,8.1,7.65,0.3325,1.3,12.9125,0.251,7.33,10,mixed,NA,NA,NA,2.221071285,23.55290444,26566003.06,0.002236547,5267.639957,156.9149589,56.9231528,0,0,16.86394544,40.05920736,0,156.9149589,TEMPERATE SIERRAS
2010338,372,3.626214,23451.25,43.15574,-94.65035,7.9,No,NLA 2017,0.45,5.773,40.067,29.652,23.618,1.906,27.198,23.4,22.3375,9.1625,2.9,8.3,7.51875,0.4541,76.8,79.3275,2.546,4.43,10,mixed,NA,NA,NA,3.844642181,20.76511144,20569969.07,0.043103542,4818.588266,392.46157,404.5176602,0,59.87196207,241.5324685,162.9851917,0,332.5896079,GREAT PLAINS
2010339,2137,1.60177,6983.071,35.948,-105.2196,3.1,No,NLA 2017,0.3,24.443,50.943,21.969,12.204,2.206,102.97,21.37777778,21.1375,6.3,6.3,8.244444444,8.23125,0.5533,6.49,34.03625,0.355,2.47,0,Stratification status could not be assessed,NA,NA,NA,2.107001826,17.55473481,25234906,0.059509767,4154.553733,126.0209125,100.7878296,0,96.97678084,73.09215876,27.69567087,0,29.04413166,GREAT PLAINS
2010340,265,0.4574943,4944.923,38.98379,-94.80279,6.6,No,NLA 2017,1.05,33.821,47.394,9.28,53.777,2.652,33.988,28.09909091,16.8375,7.079338843,0.175,8.279338843,7.675,0.4982,7.62,22.6925,0.398,3.41,4,stratified,4.589068847,1.784963374,6.1,2.890750874,23.52311823,21154934.14,0.061570248,4938.847186,42.37083469,149.4349738,0,9.895473212,45.22448171,104.2104921,0,32.47536148,GREAT PLAINS
2010341,205,0.1946022,2788.739,41.92421,-72.21896,2.15,No,NLA 2017,2.09,16.001,5.887,2.431,27.92,0.724,3.316,22.88125,21.26666667,7.4421875,6.266666667,6.908854167,6.733333333,0.1402,2.84,17.0125,0.395,6.08,70,stratified,1.346372308,0.775132474,1.65,2.204589961,16.76799918,15356669.85,0.116761428,4444.310021,66.27929507,24.39050083,0,45.92935997,21.04489229,3.345608537,0,20.3499351,EASTERN TEMPERATE FORESTS
2010342,97.86,0.2388744,3289.147,41.409888,-72.528337,4.3,No,NLA 2017,2.44,3.925,2.459,1.109,5.41,0.652,4.489,23.9675,14.5625,7.89,1.196875,6.8625,6.659375,0.0458,8.07,11.54375,0.275,4.41,46,stratified,1.743651177,0.1,3.8,2.836066053,16.93354892,16143676.72,0.109431605,4315.715396,35.99403173,114.4289126,0,15.1107879,72.7849282,41.64398442,0,20.88324383,EASTERN TEMPERATE FORESTS
2010343,118,0.06156236,1296.295,35.11601,-80.26304,5.3,No,NLA 2017,0.65,5.633,6.194,4.861,9.37,12.84,3.27,28.395,12.825,6.605,0,8.355,6.553125,0.1367,74.8,623.8925,1.828,11.11,49,stratified,1.730429534,0.511493459,4.8,1.795637628,24.54319489,17167954.46,0.129233352,4791.037702,0,2.042395525,0,0,1.965505696,0.076889829,0,0,EASTERN TEMPERATE FORESTS
2010344,272,0.01084365,393.9109,44.33295,-89.18304,4,No,NLA 2017,2.625,NA,NA,NA,NA,NA,NA,18.41785714,14.54,6.296428571,0.955,7.513095238,7.33,NA,NA,NA,NA,NA,NA,stratified,3.25,0,3.5,2.995283767,18.91582493,19367014.5,0.094699375,4368.39545,849.1559638,400.7588978,0,228.3566017,194.425856,206.3330418,0,620.799362,EASTERN TEMPERATE FORESTS
2010345,444,0.01295486,571.398,36.1958,-82.74069,1.5,No,NLA 2017,0.75,2.252,66.435,18.84,5.52,2.72,5.803,14.9,14.9,9,9,8.4,8.4,0.4758,1.08,59.2,1.856,1.1,2,Stratification status could not be assessed,NA,NA,NA,1.367104734,21.2425285,17305446.79,0.110141825,4287.787188,0,0.046083365,0,0,0,0.046083365,0,0,EASTERN TEMPERATE FORESTS
2010346,587,1.98355,7211.722,47.27222,-100.3903,2.7,No,NLA 2017,0.85,387.453,33.897,140.045,24.465,41.852,721.9,15.08,14.925,8.26,7.975,8.9245,8.92,2.4245,6.54,247.68625,5.394,30.58,16,mixed,NA,NA,NA,4.495196194,17.9457801,20736418.58,0.049985245,4276.791889,1423.037788,641.4595303,0,214.2252357,641.4595303,0,0,1208.812552,GREAT PLAINS
2010347,2290,0.153952,2223.609,35.98083,-108.9316,8.1,No,NLA 2017,1,3.643,26.693,3.475,2.262,1.414,7.813,18.875,11.14375,8.875,0,10.525,7.4375,0.1723,51.09,168.465,1.34,7.88,18,stratified,2.386097195,0.855975235,6.046576372,2.755330524,20.59312531,26325828.96,0.004475322,4622.0289,32.5036989,199.4066806,0,2.713094224,5.014255132,194.3924255,0,29.79060468,TEMPERATE SIERRAS
2010348,1840,0.2766773,2826.553,33.03037,-108.1597,7,No,NLA 2017,3,10.156,44.149,8.096,3.29,1.096,9.812,20.945,16.21,6.9875,5.325,8.1125,7.615,0.3178,3.45,91.17125,0.324,4.78,3,stratified,6.25,1.954065541,6.5,1.991753675,20.96355259,25254580.21,0.037737276,4767.146538,721.907169,134.8147695,0,0.244504648,102.461822,32.35294755,0,721.6626643,TEMPERATE SIERRAS
2010349,285,0.999845,5007.665,41.88112,-73.03985,20.1,No,NLA 2017,5.675,5.03,4.122,1.407,8.016,0.807,3.839,23.61,6.3,8.66,2.025,7.575,6,0.0649,2.09,4.07125,0.189,2.46,0,stratified,4.77383772,3.604236305,9.338873141,2.166517304,17.52954521,16807825.61,0.13010427,4398.933918,169.9801118,7.68620567,0,0.712892723,7.68620567,0,0,169.267219,NORTHERN FORESTS
2010350,277,0.1861398,3710.184,35.43116,-82.171,6.8,No,NLA 2017,3.6,2.863,2.571,1.162,1.188,1.313,1.423,26.17380952,12.1875,7.6,0.40625,7.3,6.4,0.0399,2.78,9.80125,0.181,1.95,11,stratified,2.722407363,1.571089882,5.60938084,1.326495357,21.48473219,17476847.84,0.096383167,4193.245831,75.12113527,6.054507351,0,66.2474483,1.550096514,4.504410837,0,8.873686972,EASTERN TEMPERATE FORESTS
2010351,2255,0.05804787,1211.973,39.24104,-117.1657,5.1,Yes,NLA 2017,NA,3.953,46.617,22.805,1.431,0.873,33.108,15.73095238,13.1,12.41190476,12.975,8.388571429,8.20875,0.4152,1.16,25.59125,0.11,1.03,8,stratified,1.672317439,0.768905066,2.123992036,1.880716867,18.44988424,25110238.25,0.013229431,4565.1982,292.4990873,5.776865661,0,152.3863355,0,5.776865661,0,140.1127518,NORTH AMERICAN DESERTS
2010352,235,0.02538131,911.217,46.04288,-123.1775,11.6,No,NLA 2017,2.4,4.513,5.779,2.372,3.029,2.182,0.915,17.1575,14.725,14.1125,13.7875,7.4975,7.25,0.0756,9.23,57.2575,0.275,1.1,5,stratified,0.55,0.1,2.459556266,1.600944077,14.61084614,16791753.41,0.049467807,4297.584043,334.2522525,3.560972988,0,1.049415218,0,3.329394754,0.231578234,333.2028373,MARINE WEST COAST FOREST
2010353,1137,0.04071636,854.8322,36.14793,-81.88275,3.4,No,NLA 2017,1.45,4.55,2.649,1.191,7.313,0.493,1.307,19.27272727,18.63125,8.953125,7.1,6.613636364,6.559375,0.0508,10.18,15.255,0.515,2.4,10,mixed,NA,NA,NA,1.41051819,18.10865802,17963970.49,0.145605249,3670.381412,13.03648476,20.0462341,0,0.13108277,17.9590492,2.087184908,0,12.90540199,EASTERN TEMPERATE FORESTS
2010354,272,6.691912,54533.88,40.24381,-81.22176,6.1,No,NLA 2017,0.55,32.437,71.351,39.688,6.59,2.69,309.926,24.3,21.8125,10.1855,1.136875,8.6395,7.59,0.7915,42.08,27.845,0.873,3.4,5,stratified,5.3,3.762498423,5.6,2.108562893,20.26162007,18567166.83,0.147686531,4400.761903,3.793610607,76.36395531,0,0.110673768,53.30283633,22.98441357,0.076705414,3.682936839,EASTERN TEMPERATE FORESTS
2010355,24,0.1773051,2918.364,26.41703,-98.17065,2.43,No,NLA 2017,0.45,252.437,82.468,38.035,320.902,8.799,357.962,29.8,29.8,6.144587144,6.21,8.325493827,8.333333333,1.9579,26.93,40.00125,1.804,8.74,10,mixed,NA,NA,NA,4.357845969,29.3143511,19571688.53,0.081502483,6007.588639,0.028914242,0.290706663,0,0.013423411,0.225291627,0.050029336,0.0153857,0.015490831,GREAT PLAINS
2010356,209,0.01056292,418.195,36.18589,-79.35081,3,No,NLA 2017,1.15,2.451,3.494,1.206,2.498,1.478,0.554,26.45384615,21.76,2.860769231,0.325,6.28,6.12,0.0419,22.88,53.5025,1.183,18.04,96,Stratification status could not be assessed,NA,NA,NA,1.85380068,23.27474097,17735560.56,0.124435174,4667.947195,17.31616336,52.84585783,0,12.79096815,22.50895438,30.33690346,0,4.525195209,EASTERN TEMPERATE FORESTS
2010357,378,0.7020014,6583.244,40.72906,-96.78798,4.4,No,NLA 2017,0.415,19.661,35.919,10.596,7.38,7.178,31.885,23.9,23.85833333,6.823333333,6.904166667,8.48,8.5,0.3459,85.28,279.9625,1.8,7.95,20,mixed,NA,NA,NA,4.169204354,23.99497453,22596696.85,0.035931751,5366.723335,481.8002157,280.3556796,0,240.817623,207.4335877,72.92209187,0,240.9825927,GREAT PLAINS
2010358,1992,0.1155032,1645.33,39.16358,-114.8142,2.7,Yes,NLA 2017,NA,12.962,42.776,28.116,9.947,5.737,22.286,19.34047619,18.8625,13.8547619,13.7625,8.378095238,8.3775,0.4755,0.98,14.055,0.566,6.56,17,stratified,1.776464359,1.296030878,2.2,2.541853768,19.94294726,26007693.98,0.004428033,4692.202656,89.55870576,11.53694353,0,3.467925505,0,11.53694353,0,86.09078026,NORTH AMERICAN DESERTS
2010359,353,0.1449196,3049.529,34.72904,-97.77302,4.1,No,NLA 2017,2.355,15.47,24.046,18.512,27.472,4.275,3.235,28.26390942,25.02755353,7.855846457,3.729687972,8.640753105,7.889544961,0.3374,1.61,12.93125,0.611,7.6,8,stratified,3.2845,0.53508188,3.573,2.866095621,25.42706762,20219866.34,0.066601783,5413.772446,130.7246599,46.44015338,0,128.6882332,40.28056281,6.159590568,0,2.036426714,GREAT PLAINS
2010360,372,0.01756904,870.639,34.64651,-98.00002,3.99,No,NLA 2017,1.845,11.145,58.93,27.822,6.034,7.928,166.23,27.86690605,25.15667845,5.599092052,1.607886493,7.524844588,7.116311912,0.5753,10.94,41.84,0.895,7.7,25,stratified,3.0965,1.563881072,3.195,3.156426478,25.69630883,20201209.33,0.066732227,5549.865015,465.5809453,242.2147236,0,460.7536223,138.3195428,103.8951808,0,4.827323005,GREAT PLAINS
2010361,245,1.607371,13297.49,34.28857,-97.16539,8.8,No,NLA 2017,0.67,6.443,32.516,5.668,4.479,3.085,12.827,28.01975634,19.64300619,8.376165739,0.260609473,8.260333952,7.042311709,0.2484,16.64,28.91,0.595,4.1,1,stratified,6.314990485,2.474511985,8.332,2.717076808,25.33547572,19503213.82,0.116688713,5212.418587,6.438423335,117.8072283,0,5.213672013,97.93413175,16.7241262,3.148970383,1.224751322,GREAT PLAINS
2010362,518,11.2552,19095.72,44.86906,-97.17948,2.1,No,NLA 2017,0.275,35.856,39.725,67.408,28.33,13.304,191.893,18.6,18.6,10.3,10.3,8.865,8.9,0.8621,73.2,170.29125,2.618,12.02,10,mixed,NA,NA,NA,4.229066374,19.39071525,21630416.1,0.088915068,4849.41703,46.60897959,313.1089868,0,0.200362805,7.24882345,305.8601633,0,46.40861678,GREAT PLAINS
2010363,7,0.238002,3015.943,38.51997,-75.51112,1,Yes,NLA 2017,NA,10.323,8.87,3.601,11.718,4.685,4.189,25.45,25.45,11.35,11.35,7.7,7.7,0.1358,47.2,100.22875,2.209,6.73,58,Stratification status could not be assessed,NA,NA,NA,2.631720841,22.92004046,18503267.74,0.131546908,4836.200947,0.901337085,0.618349932,0,0.872486471,0.524599581,0.093750351,0,0.028850614,EASTERN TEMPERATE FORESTS
2010364,283,15.58999,152522.9,35.81465,-81.24485,15.2,No,NLA 2017,1.6,3.913,3.272,1.29,3.798,1.53,2.398,23.825,17.61785714,10.18235294,1.050892857,8.9,6.473214286,0.0505,15.28,23.3725,0.379,1.88,10,mixed,NA,NA,NA,1.585023638,22.90983939,18001777.88,0.092424214,4675.269499,3.854003658,5.954038033,0,3.752025994,3.044497668,2.909540365,0,0.101977664,EASTERN TEMPERATE FORESTS
2010365,2,3.972059,17361.78,40.15586,-74.78839,4.6,No,NLA 2017,2.375,29.976,22.086,9.181,55.22,4.081,23.711,25.11309524,24.7375,8.55952381,8.0625,8.283452381,8.04875,0.3544,9.12,17.36,0.46,3.09,5,mixed,NA,NA,NA,2.503055945,21.40755506,17644405.52,0.099536465,5001.202805,30.46507825,46.17770019,0,9.875744521,8.90441692,37.27328327,0,20.58933373,EASTERN TEMPERATE FORESTS
2010366,257,0.04558194,995.5459,38.84193,-91.24727,1.5,No,NLA 2017,0.395,2.958,19.926,3.454,3.327,3.792,6.967,23.5,23.5,4.437,4.428333333,NA,NA,0.1462,55.29,161.02875,1.521,7.65,20,Stratification status could not be assessed,NA,NA,NA,2.315800724,23.39586154,21012432.07,0.077925892,5006.245863,396.2037523,87.27432175,0,314.2863603,16.38664072,70.88768103,0,81.917392,GREAT PLAINS
2010367,88,0.3904864,3962.037,44.54843,-123.3458,1.8,NA,NLA 2017,NA,16.251,20.946,10.572,0.648,0.256,0.044,20.66785714,20.63333333,5.410714286,5.4,7.153571429,7.166666667,0.2436,6,106.02875,0.804,11.76,40,Stratification status could not be assessed,NA,NA,NA,1.717300368,15.20737188,18129118.25,0.043697838,4364.172607,56.54730188,103.0088864,0,0.253644004,45.33189186,57.67699456,0,56.29365787,MARINE WEST COAST FOREST
